college_name,acceptance_rate,selectivity_tier,formula_probability,final_probability,outcome,profile_strength,grades_score,rigor_score,testing_score,essay_score,ecs_leadership_score,recommendations_score,plan_timing_score,athletic_recruit_score,major_fit_score,geography_residency_score,firstgen_diversity_score,ability_to_pay_score,awards_publications_score,portfolio_audition_score,policy_knob_score,demonstrated_interest_score,legacy_score,interview_score,conduct_record_score,hs_reputation_score,gpa_unweighted,gpa_weighted,sat_total,sat_math,sat_rw,act_composite,ap_count,honors_count,class_rank_pct,class_size,ec_count,leadership_count,years_commitment,hours_per_week,awards_count,national_awards,first_gen,urm,geographic_diversity,legacy,recruited_athlete,sat_median,act_median,test_policy_numeric,need_policy_numeric,gpa_vs_avg,sat_vs_median,act_vs_median,gpa_above_college,sat_above_75th,act_above_75th,composite_vs_acceptance,selectivity_match,test_advantage,geographic_match,legacy_boost,first_gen_boost,athlete_boost,academic_strength,holistic_strength
Harvard University,0.0325,Elite,0.08124909039739134,0.07668160757598137,0,average,7.0575587600166445,8.549528882323736,5.941530501373377,6.3512010492828175,7.887704182758299,6.85747920513209,6.854654189948783,2.2022453522455807,6.168213612229994,6.9480907139727694,5.0,6.4019382629182395,6.5263725188281185,5.1455260127283875,5.0,7.465580177871068,3.0,7.90377657929368,9.559363340734745,5.203371951604749,3.6582092913984803,3.8946008393670817,1202.0,581.0,621.0,31.0,4.0,4.0,11.824122060973806,347.0,4.0,1.0,11.0,9.398161575470969,3.0,0.0,0.0,0.0,6.9480907139727694,0.0,0.0,1520.0,34.5,2.0,1.0,-0.5835814172030398,-3.18,-0.7,0.0,0.0,0.0,51.85545049261265,0.0,0.0,0.0,0.0,0.0,0.0,0.8329011614248101,0.4000000000000001
Harvard University,0.0325,Elite,0.08698893325049703,0.1003404189975119,0,average,6.8685991281894605,8.223595838519453,7.463222539440611,6.129479735851728,5.024308949379632,8.727857784245177,7.978894388357901,2.1475931294707977,7.107708568802641,7.810862742372709,8.0,6.938605071238198,5.969878826707639,6.046195688340298,5.0,6.888195914405788,3.0,7.31925277271575,9.543623033476926,6.1363526619194335,3.450503834212366,3.741750358349335,1355.0,673.0,682.0,29.0,7.0,2.0,17.49741159047408,242.0,3.0,0.0,6.0,6.782268744021079,2.0,0.0,1.0,0.0,7.810862742372709,0.0,0.0,1520.0,34.5,2.0,1.0,-0.998992331575268,-1.65,-1.1,0.0,0.0,0.0,54.60409365297548,0.0,0.0,1.0,0.0,1.0,0.0,0.8547504792765458,0.2333333333333333
Harvard University,0.0325,Elite,0.03906885394276503,0.04952933186660505,0,weak,5.645074485846338,6.899599826583848,5.08857926258254,8.79818545006204,6.22683039187158,8.665159723751021,5.079100923491756,2.752926733756099,7.621106661563665,6.4236558627693965,5.0,6.974552258629889,5.418243036290619,5.300833782207056,5.0,6.782392146056406,3.0,6.1130466752654735,9.071336284946533,7.424785994536508,3.212211027112733,3.2100910775071414,1124.0,547.0,577.0,21.0,1.0,1.0,34.87850818034674,555.0,1.0,0.0,3.0,19.793161167194043,0.0,0.0,0.0,0.0,6.4236558627693965,0.0,0.0,1520.0,34.5,2.0,1.0,-1.4755779457745346,-3.96,-2.7,0.0,0.0,0.0,45.01421459529096,0.0,0.0,0.0,0.0,0.0,0.0,0.7527763783890916,0.03333333333333333
Harvard University,0.0325,Elite,0.3733093203754798,0.4197474685969844,0,strong,9.77231839173564,9.520163501111993,10.0,7.682813914606159,8.85218150031854,8.691634006645863,5.402045685351922,2.057565352626678,7.510274511347238,3.567787960998145,5.0,6.24061910270693,8.327860258161728,6.408159536198447,5.0,5.638892484526732,3.0,7.008707165530993,8.704557213380154,5.036361664169704,3.9729444752510106,4.687740605478046,1599.0,803.0,796.0,35.0,13.0,7.0,3.6862927823711984,360.0,7.0,2.0,27.0,14.0926195167632,6.0,0.0,0.0,0.0,3.567787960998145,0.0,0.0,1520.0,34.5,2.0,1.0,0.0458889505020208,0.79,0.1,1.0,1.0,0.0,66.71392386141446,1.0,0.0,0.0,0.0,0.0,0.0,0.9963055594063763,0.7666666666666666
Harvard University,0.0325,Elite,0.06046847155656572,0.055152426348837214,0,average,7.1519026935122945,8.13882717264941,6.140874744803215,8.690365229718036,5.36376016879829,7.684904100657181,5.5169596136048895,2.3845780376173416,6.081737232532958,3.3793166405433195,5.0,5.337870126144329,5.345667283323863,5.557180678063917,5.0,5.5310314528302404,3.0,7.668894346302568,8.633053800635583,5.301589677751502,3.5055957956639245,4.091826506370571,1279.0,658.0,621.0,29.0,7.0,2.0,12.577594438212984,164.0,4.0,0.0,11.0,19.700488629282155,2.0,0.0,0.0,0.0,3.3793166405433195,0.0,0.0,1520.0,34.5,2.0,1.0,-0.8888084086721513,-2.41,-1.1,0.0,0.0,0.0,53.816715839769394,0.0,0.0,0.0,0.0,0.0,0.0,0.8378869744579905,0.26666666666666666
Harvard University,0.0325,Elite,0.3000846727843221,0.31316962817249844,0,strong,9.8952068376872,9.511677442115666,8.032113485265315,7.59785179936507,9.107172011339776,7.1061762590868245,6.131852489313868,2.0401423955554527,6.644158331166357,3.1834160144529893,5.0,5.422896013993089,6.671118550235182,5.654994704355829,5.0,5.359286395457754,3.0,6.673108077373453,9.835790921109842,6.483981133885122,3.9598820797818086,4.576740233694545,1416.0,731.0,685.0,35.0,8.0,4.0,2.009747777376083,456.0,7.0,3.0,19.0,12.26784477786532,4.0,0.0,0.0,0.0,3.1834160144529893,0.0,0.0,1520.0,34.5,2.0,1.0,0.01976415956361688,-1.04,0.1,1.0,0.0,0.0,60.38404189822719,1.0,0.0,0.0,0.0,0.0,0.0,0.9374852599727261,0.6999999999999998
Harvard University,0.0325,Elite,0.10073803935148036,0.09708590597725655,0,average,7.080233745661642,8.524511389570254,5.910396826989661,7.193566797137224,7.982378616908607,8.923676083188422,7.451216212847839,2.5158056540898794,6.341775174780132,4.425475843469235,5.0,6.337286439848862,6.1680583532520785,6.858751978255172,5.0,6.670288679041789,3.0,8.16376781473495,9.357419034204849,5.699947734150711,3.598175789673732,3.9158297731148397,1225.0,605.0,620.0,27.0,6.0,3.0,13.467471905895096,548.0,3.0,1.0,7.0,6.526737089306057,3.0,0.0,0.0,1.0,4.425475843469235,0.0,0.0,1520.0,34.5,2.0,1.0,-0.7036484206525362,-2.95,-1.5,0.0,0.0,0.0,53.04142829109908,0.0,0.0,0.0,0.0,0.0,0.0,0.8325844737092165,0.3666666666666667
Harvard University,0.0325,Elite,0.27760952881985285,0.29365138058526136,0,strong,8.348868266542995,9.929529144247827,8.83061940778773,8.192602425610932,8.965026910666513,8.845851142052595,5.1994888021003325,3.482241298580118,7.148946226359824,5.978193703039222,5.0,6.683657553516544,6.186445835228317,5.279544753252579,5.0,7.3858019355796705,3.0,6.453082665414151,8.802440980071617,5.409139857164261,3.8229673649478406,4.56637202546498,1457.0,708.0,749.0,34.0,11.0,5.0,2.8863047542006335,305.0,4.0,2.0,15.0,9.835307674620845,3.0,0.0,0.0,1.0,5.978193703039222,0.0,0.0,1520.0,34.5,2.0,1.0,-0.2540652701043191,-0.63,-0.1,0.0,0.0,0.0,61.88785984020121,1.0,0.0,0.0,0.0,0.0,0.0,0.9331834206184801,0.4666666666666666
Harvard University,0.0325,Elite,0.021564470622864804,0.030193304377883052,0,weak,4.278544145326775,6.588050378540592,4.9301091338927705,8.365791633673592,6.066922183952643,6.879187199331878,5.745467419443397,3.487892585145354,6.067064869471559,7.699160618067376,5.0,6.139779369742633,5.893892583050958,6.524917371481381,5.0,7.6302969102852485,3.0,6.779305169488871,9.013122623073862,7.053143261680033,2.8139560859381083,3.5349394955244193,1087.0,541.0,546.0,22.0,0.0,2.0,48.83124159214253,267.0,1.0,0.0,3.0,10.758368320598171,0.0,0.0,0.0,0.0,7.699160618067376,0.0,0.0,1520.0,34.5,2.0,1.0,-2.2720878281237837,-4.33,-2.5,0.0,0.0,0.0,40.52714319824713,0.0,0.0,1.0,0.0,0.0,0.0,0.6914320107422636,0.03333333333333333
Harvard University,0.0325,Elite,0.11707577365266965,0.1614244488133625,0,average,7.565133183589209,7.696650823876892,7.422499381177296,7.728865080500439,7.7072386343133985,8.01678761595714,7.209332706874168,3.8687340295380297,7.851137025813553,3.0905509191042024,5.0,5.901678742808264,5.1525390429142615,5.22647609168151,5.0,7.954523596887004,3.0,7.060326678255965,9.758347129668902,5.311656703008167,3.5880146146184297,4.020573816442649,1338.0,655.0,683.0,29.0,4.0,2.0,27.44247817888303,566.0,4.0,1.0,11.0,19.20925009417723,2.0,0.0,0.0,0.0,3.0905509191042024,0.0,0.0,1520.0,34.5,2.0,1.0,-0.7239707707631409,-1.82,-1.1,0.0,0.0,0.0,53.495118743774746,0.0,0.0,0.0,0.0,0.0,0.0,0.8666268268273037,0.3333333333333333
Harvard University,0.0325,Elite,0.021832830437706802,0.08747096631226511,0,weak,5.26452857583906,5.026188913176667,4.995306058025066,6.445988183259339,5.356071933739503,7.53656030931756,7.990622755537842,3.004390020662485,7.190770034640088,7.5742295053405,8.0,5.134152954776855,5.9610703174694555,6.499920940798356,5.0,5.629716779286757,3.0,6.21337417019661,9.84708143416107,5.512849101205018,2.503705618403682,3.1001492545220297,1079.0,557.0,522.0,23.0,1.0,1.0,40.871816973498994,390.0,2.0,0.0,4.0,11.7865927419904,0.0,0.0,1.0,1.0,7.5742295053405,0.0,0.0,1520.0,34.5,2.0,1.0,-2.892588763192636,-4.41,-2.3,0.0,0.0,0.0,38.52635814952992,0.0,0.0,1.0,0.0,1.0,0.0,0.6501507023004602,0.06666666666666667
Harvard University,0.0325,Elite,0.06768646810845144,0.05921249995455786,0,average,6.0197105377543645,8.104108581984574,7.299916085373189,6.71454834314018,5.357089324108667,6.748603481898363,7.166800795566978,9.0,7.7113929362125715,4.109860809664747,5.0,6.660439729133984,6.979119161777812,5.79436705923691,5.0,7.004255409711939,3.0,6.607930477498635,8.807476443123731,5.732869325652533,3.476305098775291,3.900381530437663,1311.0,638.0,673.0,26.0,7.0,4.0,14.621495931761428,435.0,3.0,0.0,8.0,5.380795334905173,3.0,0.0,0.0,0.0,4.109860809664747,0.0,1.0,1520.0,34.5,2.0,1.0,-0.9473898024494183,-2.09,-1.7,0.0,0.0,0.0,54.09872892754924,0.0,0.0,0.0,0.0,0.0,1.0,0.8442256373469114,0.3
Harvard University,0.0325,Elite,0.3051724019155065,0.3020360125865095,1,strong,8.257887685433202,9.139356074072824,8.834930236799298,6.51503785754491,9.984402180703553,7.180768316298423,7.742896419681497,9.0,6.235502165780282,4.34338679692473,5.0,6.153032951028507,8.288535273454029,5.548110441374412,5.0,6.6625340075473805,3.0,6.045976691368667,9.477130582527796,7.074354509268004,3.8759384816334532,4.554176965508884,1453.0,721.0,732.0,34.0,11.0,5.0,3.1665368586434677,416.0,5.0,3.0,18.0,12.311467973742705,8.0,0.0,0.0,0.0,4.34338679692473,0.0,1.0,1520.0,34.5,2.0,1.0,-0.1481230367330939,-0.67,-0.1,0.0,0.0,0.0,62.25325016327181,1.0,0.0,0.0,0.0,0.0,1.0,0.9385548102041816,0.9
Harvard University,0.0325,Elite,0.02,0.041480576141703154,0,weak,5.465144194420501,5.429880757181514,4.046774702591927,6.154277440452751,5.52452808859965,7.740915618003091,6.002731672450882,3.541824407491644,6.213196506267543,5.380252010995498,5.0,5.1502755634716175,5.5950779307002545,6.456377512407206,5.0,6.486473948618595,3.0,7.492107122292223,9.532603594641603,6.087068346509366,2.8350164199136585,3.1448246754245477,1103.0,536.0,567.0,20.0,2.0,0.0,49.91013496087945,568.0,1.0,0.0,2.0,9.330406051560498,0.0,0.0,0.0,0.0,5.380252010995498,0.0,0.0,1520.0,34.5,2.0,1.0,-2.2299671601726834,-4.17,-2.9,0.0,0.0,0.0,42.25825841179847,0.0,0.0,0.0,0.0,0.0,0.0,0.6990645524892073,0.03333333333333333
Harvard University,0.0325,Elite,0.07366699370225084,0.06652521099155502,0,average,6.0394268113685055,7.7055751725156885,7.425248317415666,8.746464892764125,7.180575345127334,6.5848649464644975,5.892047022117652,3.8487923907530606,7.9421164903307355,4.106047209098011,5.0,6.888532978226868,6.851917845828944,5.948428433314928,5.0,7.58612795296794,3.0,7.7435506681171,9.766824097802605,5.797751183108139,3.4443895587760105,3.7457910366633174,1383.0,716.0,667.0,26.0,5.0,2.0,29.75336015993294,572.0,3.0,1.0,10.0,14.881750500660761,3.0,0.0,0.0,0.0,4.106047209098011,0.0,0.0,1520.0,34.5,2.0,1.0,-1.0112208824479794,-1.37,-1.7,0.0,0.0,0.0,53.70941516505509,0.0,0.0,0.0,0.0,0.0,0.0,0.8627361948470014,0.3666666666666667
Harvard University,0.0325,Elite,0.13537142409884334,0.13967305500484303,0,average,7.767188288931127,7.401930913609242,5.9798756203039085,8.952250407597885,7.62750546321837,8.420683534661295,6.264071006831211,3.4751646031777828,6.477554291536604,6.993916178868327,8.0,5.22094822626279,5.873677114186338,5.709244315281553,5.0,5.8617169749622455,3.0,7.044416955418335,8.944462180683985,5.584019377624775,3.5899067086115046,3.7326781703994714,1263.0,646.0,617.0,29.0,4.0,3.0,29.95868221066675,275.0,4.0,1.0,8.0,18.05148310851395,1.0,0.0,1.0,0.0,6.993916178868327,0.0,0.0,1520.0,34.5,2.0,1.0,-0.7201865827769911,-2.57,-1.1,0.0,0.0,0.0,52.29174200746848,0.0,0.0,0.0,0.0,1.0,0.0,0.8434258385764382,0.26666666666666666
Harvard University,0.0325,Elite,0.02,0.03880411298921908,0,weak,4.440972418140351,5.372876524288509,5.1693767103501305,8.907307890422434,5.70025051833346,8.709464712408565,7.984723467939306,2.3477904984389744,6.792484037805318,5.563442555082543,5.0,6.516476951408182,5.057842676563396,6.392041236107584,5.0,5.461687719019565,3.0,8.319380707988032,9.723749687485927,5.561101429591652,3.1290760115324416,2.8804699020810336,1083.0,560.0,523.0,25.0,1.0,1.0,36.92009435153276,188.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.563442555082543,0.0,0.0,1520.0,34.5,2.0,1.0,-1.641847976935117,-4.37,-1.9,0.0,0.0,0.0,43.67249259370109,0.0,0.0,0.0,0.0,0.0,0.0,0.7295720014415552,0.06666666666666667
Harvard University,0.0325,Elite,0.028701167680385997,0.04570251126351367,0,weak,5.702413828097537,5.990293054027949,4.720879865989972,7.043427623706579,6.184815569319035,8.195040381397659,5.801084810508264,3.757259972710316,7.594852043213856,4.1009160097490565,5.0,6.316903669316851,5.8246809659251495,6.701163458188484,5.0,7.601882602879407,3.0,7.414329909989478,9.562544465072552,7.09253332090918,2.712480034070965,2.9165634291545235,1177.0,605.0,572.0,25.0,2.0,1.0,50.49776290978788,138.0,1.0,0.0,2.0,10.59032775518471,0.0,0.0,0.0,0.0,4.1009160097490565,0.0,0.0,1520.0,34.5,2.0,1.0,-2.4750399318580705,-3.43,-1.9,0.0,0.0,0.0,42.465150276826584,0.0,0.0,0.0,0.0,0.0,0.0,0.7068725042588706,0.03333333333333333
Harvard University,0.0325,Elite,0.02273621895796322,0.06299190618171474,0,weak,5.559690790302287,5.213961277653917,5.141541853753042,7.025616498116058,6.082533157352221,8.08155473283487,5.307529183972038,3.8744569744729023,7.375771444601627,4.299017905320799,5.0,5.135674118210344,5.962992003858995,5.601927133893632,5.0,7.124516265935845,3.0,8.330070263775044,8.601025902203158,6.455426150440683,3.1974748221961855,2.826322554731103,1165.0,574.0,591.0,20.0,2.0,0.0,49.02017109298834,369.0,2.0,0.0,6.0,5.095788075752504,1.0,0.0,0.0,0.0,4.299017905320799,0.0,0.0,1520.0,34.5,2.0,1.0,-1.5050503556076293,-3.55,-2.9,0.0,0.0,0.0,46.21073293034401,0.0,0.0,0.0,0.0,0.0,0.0,0.7637468527745233,0.13333333333333333
Harvard University,0.0325,Elite,0.02,0.02,0,weak,4.164762091231685,6.360998604149426,4.981766821421703,6.4531736753427005,5.546519053996419,7.580837002606505,6.259181950778367,3.277051895328171,6.795188795925588,6.974047743749647,5.0,5.54843040469734,5.950863562250411,6.967955295919657,5.0,6.228002018945129,3.0,8.359039800418998,9.841148805518701,5.574886514727716,3.0997214653943397,2.9170776161175684,1151.0,553.0,598.0,20.0,0.0,1.0,50.81046677344466,210.0,2.0,0.0,5.0,9.104399994224988,1.0,0.0,0.0,0.0,6.974047743749647,0.0,0.0,1520.0,34.5,2.0,1.0,-1.700557069211321,-3.69,-2.9,0.0,0.0,0.0,43.88898690632901,0.0,0.0,0.0,0.0,0.0,0.0,0.7471526831742925,0.13333333333333333
Harvard University,0.0325,Elite,0.3833174782278732,0.38651526002016334,0,strong,9.268993404435097,9.797559100637189,10.0,6.0348616197243015,9.310361958923574,6.6811172194863975,6.43981650415137,3.2000410962386074,6.5833251574186065,5.457972733707185,8.0,6.389963772253085,9.455220149081802,6.720244794378409,5.0,7.339552966680049,3.0,6.981233891016712,8.559428238022535,6.201267368144572,3.973724633591122,4.665958111675045,1554.0,793.0,761.0,35.0,12.0,3.0,1.2568357483005363,390.0,4.0,3.0,11.0,6.759622834435917,7.0,2.0,1.0,0.0,5.457972733707185,0.0,0.0,1520.0,34.5,2.0,1.0,0.04744926718224374,0.34,0.1,1.0,0.0,0.0,65.33901264792787,1.0,0.0,0.0,0.0,1.0,0.0,0.9823405791988902,0.7999999999999999
Harvard University,0.0325,Elite,0.07332015448193151,0.10795739671575108,0,average,7.031586144825642,7.93621224624369,5.551971283651472,8.612907371238258,6.082592670602141,8.285217330331069,6.018350577628418,3.6296502274930242,6.1602296927693505,3.522839201672001,5.0,6.7896333121210555,5.709060519450916,6.095184752307473,5.0,7.451893309887481,3.0,8.00432020767448,9.17847742677745,6.608944237991312,3.5809859882176416,3.9798243417434573,1201.0,601.0,600.0,27.0,3.0,3.0,22.728604990872732,453.0,2.0,0.0,4.0,13.513112723923372,2.0,0.0,0.0,0.0,3.522839201672001,0.0,0.0,1520.0,34.5,2.0,1.0,-0.7380280235647172,-3.19,-1.5,0.0,0.0,0.0,50.56176115426834,0.0,0.0,0.0,0.0,0.0,0.0,0.8229357485272052,0.20000000000000004
Harvard University,0.0325,Elite,0.42114578947989423,0.4014968108089806,1,strong,9.868272505408381,9.727169069766308,10.0,7.037804977640889,9.742706521199981,7.427596907461506,5.120327574237447,3.734062992244897,7.157350817144787,3.1532625110290304,5.0,5.877230838379181,8.138240001672113,6.450515320830273,5.0,6.460006824274108,3.0,8.469123909340144,9.810134857122492,7.251754660028146,3.97435671331844,4.3315283924148265,1595.0,777.0,818.0,33.0,13.0,6.0,2.0307315540448547,331.0,5.0,3.0,19.0,19.62189743220175,8.0,0.0,0.0,1.0,3.1532625110290304,0.0,0.0,1520.0,34.5,2.0,1.0,0.04871342663687983,0.75,-0.3,1.0,1.0,0.0,66.66039829571233,1.0,0.0,0.0,0.0,0.0,0.0,0.995232089164805,0.9
